net,length_um
_03314_,274.51
_08864_,273.98
RAM1.mem\[6\]\[4\],273.48
_08268_,273.03
_12256_,272.88
uart_curr_state\[1\],272.72
_03569_,272.69
_04631_,272.61
_05276_,272.48
_03260_,271.86
_10944_,271.82
_03583_,271.34
_12816_,270.94
_04026_,270.52
_02323_,270.26
_12251_,270.21
_12502_,270.14
_03706_,270.12
RAM1.mem\[201\]\[6\],269.62
_03377_,269.2
_04034_,268.56
_12825_,268.39
_03821_,267.8
_03474_,267.43
_03656_,266.26
_12517_,265.5
_05093_,264.42
RAM1.mem\[6\]\[5\],264.2
_08392_,264.06
_03616_,263.96
_10179_,263.52
_09124_,262.72
_04081_,262.66
_10467_,262.62
_04327_,262.3
CPU1.reg_a_out\[4\],262.12
_06474_,262.055
net57,262.01
_10627_,261.99
_08390_,261.84
_03554_,261.69
_03934_,261.64
_04163_,260.81
_12828_,260.8
_03312_,260.38
_08412_,260.12
_12066_,259.96
_09375_,259.86
_03522_,259.76
_03672_,259.62
RAM1.mem\[255\]\[2\],259.48
_05207_,259.08
CPU1.reg_a_out\[3\],259.05
RAM1.mem\[6\]\[3\],258.72
_11260_,257.87
_04127_,257.75
_04375_,257.51
_08284_,257.5
_09046_,257.36
_09481_,257.03
_03480_,256.86
RAM1.mem\[201\]\[7\],256.55
_03272_,256.26
_09321_,256.05
_03404_,255.99
_06492_,255.64
_10512_,255.12
_04995_,254.99
_11528_,254.67
_04799_,254.47
_10867_,254.26
RAM1.mem\[6\]\[0\],254.14
RAM1.mem\[110\]\[5\],253.995
_12072_,253.86
_08300_,253.24
_06186_,252.74
_11156_,252.5
_03950_,252.49
_03661_,252.41
_03297_,252.05
RAM1.mem\[255\]\[1\],251.84
_08145_,251.76
_03490_,251.69
_04539_,251.35
_09050_,250.96
_03584_,250.01
_10243_,248.72
_04052_,248
RAM1.mem\[255\]\[3\],247.98
RAM1.mem\[201\]\[1\],247.86
_04482_,247.67
_03391_,247.64
_03529_,247.58
_08713_,247.5
_04963_,247.29
_11763_,246.04
_08272_,245.9
RAM1.mem\[110\]\[6\],245.7
_04751_,245.7
_04750_,245.4
_04339_,245.38
_03484_,245.18
_02426_,244.8
RAM1.mem\[255\]\[7\],244.76
RAM1.mem\[254\]\[2\],244.66
_10326_,244.52
_07162_,244.48
_04270_,244.05
_10217_,244
_04949_,243.79
net10,243.48
_11906_,243.06
_09680_,243.02
_11127_,243
_05011_,242.93
_08426_,242.58
RAM1.mem\[219\]\[3\],242.4
_04458_,242.37
_03650_,241.24
_11046_,240.38
_04246_,240.33
_11827_,240.04
_09613_,239.5
_06171_,239.35
_08868_,238.98
_03972_,238.95
RAM1.mem\[253\]\[6\],238.66
_10892_,238.5
_03464_,238.34
_08857_,238.34
CPU1.reg_a_out\[2\],238.28
RAM1.mem\[11\]\[3\],238.08
_04551_,238
_08282_,237.96
_10823_,237.42
_09370_,237.32
_04476_,236.84
RAM1.mem\[8\]\[3\],235.4
_11531_,234.94
_11293_,234.9
_10928_,234.58
_05446_,234.5
_10372_,234.48
RAM1.mem\[254\]\[6\],234.47
_08137_,233.86
RAM1.mem\[7\]\[3\],233.84
_04635_,233.76
_04074_,233.74
_04033_,233.14
_11658_,233.09
_11592_,232.7
_10723_,232.68
_03614_,232.2
_06177_,231.79
_08293_,231.61
_12246_,231.46
_10663_,231.38
_08312_,231.34
_04173_,231.28
_12822_,231.22
RAM1.mem\[255\]\[0\],231
RAM1.mem\[51\]\[5\],230.48
_02801_,230.14
_10558_,230.14
_12231_,230.14
_08528_,229.78
_10310_,229.47
_09761_,229.465
_05059_,229.42
_04694_,229.17
RAM1.mem\[255\]\[5\],229.16
_05029_,228.92
_03453_,228.83
_09622_,228.7
_04577_,228.26
_03344_,228.14
RAM1.mem\[8\]\[5\],228.05
net31,227.77
_03316_,227.54
_11891_,227.21
_10031_,227.09
_02800_,227
RAM1.mem\[8\]\[4\],226.96
_10690_,226.28
_03600_,226.22
_03806_,226.13
_03901_,226.08
_04114_,226
_05223_,225.49
_04217_,225.39
_11813_,225.04
_09467_,224.67
_04605_,224.415
_03733_,224.26
_11196_,224.03
_04881_,223.955
_11805_,223.84
RAM1.mem\[203\]\[2\],223.78
_10766_,223.72
_03576_,223.5
_07280_,223.37
RAM1.mem\[202\]\[7\],223.26
_04181_,222.94
RAM1.mem\[8\]\[2\],222.88
_08139_,222.8
net82,222.73
RAM1.mem\[110\]\[7\],222.7
RAM1.mem\[255\]\[4\],222.58
_04916_,222.42
_12624_,221.32
_04670_,220.18
_08524_,219.95
_05629_,219.9
RAM1.mem\[125\]\[7\],219.74
_05104_,219.5
_08903_,219.02
_04393_,218.92
_09877_,218.87
_08680_,218.52
_04005_,218.17
RAM1.mem\[254\]\[4\],217.92
RAM1.mem\[219\]\[4\],217.81
RAM1.mem\[254\]\[3\],217.55
_03902_,216.78
_03727_,216.695
RAM1.mem\[3\]\[3\],216.04
_03422_,216.03
_07278_,215.99
RAM1.mem\[7\]\[6\],215.98
CPU1.reg_a_out\[6\],215.91
_10858_,215.64
RAM1.mem\[2\]\[7\],215.6
_11030_,215.48
_03786_,215.44
_04817_,215.4
_04044_,215.36
_04485_,215.1
_04597_,215.08
_08934_,214.61
_09815_,214.57
_08688_,214.48
_11096_,213.94
RAM1.mem\[5\]\[3\],213.93
RAM1.mem\[254\]\[1\],213.86
_11945_,213.76
_04280_,213.46
_10988_,213.33
_03285_,213.265
RAM1.mem\[54\]\[7\],213.22
_03855_,213.15
_05118_,213.01
_04115_,212.88
_05916_,212.86
_04906_,212.83
_03200_,212.6
_08939_,212.53
_04669_,212.46
_03768_,212.3
_08425_,212.24
RAM1.mem\[171\]\[3\],211.84
_04587_,211.11
_09834_,211
_05736_,210.88
RAM1.mem\[254\]\[5\],210.8
_07386_,210.8
_04882_,210.7
_05918_,210.665
RAM1.mem\[139\]\[6\],210.64
_08326_,210.62
_03792_,210.37
_10935_,210.37
_09639_,210.11
_05065_,210.06
CPU1.reg_a_out\[5\],209.98
_02521_,209.77
_05302_,209.58
_11937_,209.4
_02546_,209
_08280_,208.92
_09711_,208.92
_11437_,208.87
_04584_,208.84
_03201_,208.76
RAM1.mem\[182\]\[0\],208.575
_09259_,208.5
_09981_,208.1
RAM1.mem\[219\]\[1\],207.98
_05404_,207.81
RAM1.mem\[202\]\[3\],207.78
_04867_,207.59
_11779_,207.34
_11944_,207.33
_03622_,207.21
RAM1.mem\[182\]\[2\],207.15
_12236_,206.975
RAM1.mem\[8\]\[6\],206.97
RAM1.mem\[55\]\[7\],206.93
RAM1.mem\[110\]\[1\],206.7
RAM1.mem\[11\]\[1\],206.54
_11718_,206.3
RAM1.mem\[125\]\[5\],206.21
RAM1.mem\[182\]\[5\],206.16
RAM1.mem\[125\]\[6\],206.14
_11939_,206.12
_07002_,205.9
RAM1.mem\[139\]\[7\],205.44
_09597_,205.38
_06053_,205.04
_11420_,204.92
_10247_,204.68
_11377_,204.58
_11312_,204.37
_06928_,204.14
_04372_,204.04
_03617_,203.99
_08813_,203.97
_04273_,203.76
_02519_,203.53
_04193_,203.48
_11608_,203.48
_03306_,203.28
_11797_,203.25
_08850_,203.16
RAM1.mem\[251\]\[6\],202.88
RAM1.mem\[55\]\[2\],202.35
_10693_,202.185
_08817_,202.175
_03341_,202.17
RAM1.mem\[253\]\[0\],202.16
_03696_,202.16
_03868_,202.14
_12623_,202.08
_04423_,201.98
_10863_,201.98
_08710_,201.9
_10441_,201.78
_09926_,201.44
_10360_,201
_11941_,200.7
_05079_,200.69
RAM1.mem\[254\]\[0\],200.45
_03389_,200.44
_04313_,199.85
RAM1.mem\[7\]\[0\],199.7
RAM1.mem\[249\]\[5\],199.69
_11278_,199.68
_11685_,199.67
_11012_,199.6
_04697_,199.58
RAM1.mem\[10\]\[3\],199.47
_11855_,199.45
RAM1.mem\[254\]\[7\],199.26
_08306_,199.22
_12006_,198.94
RAM1.mem\[139\]\[4\],198.44
_11360_,198.4
RAM1.mem\[8\]\[1\],198.19
_10351_,198.02
_10068_,197.94
RAM1.mem\[181\]\[2\],197.86
_04256_,197.78
_11490_,197.77
_04385_,197.76
_03968_,197.48
_08286_,197.43
RAM1.mem\[228\]\[0\],197.425
_11481_,197.34
_03388_,197.29
RAM1.mem\[11\]\[2\],197.18
_03878_,197.12
RAM1.mem\[219\]\[2\],196.8
RAM1.mem\[219\]\[5\],196.34
RAM1.mem\[139\]\[3\],196.3
_09794_,195.94
_02344_,195.74
_10459_,195.72
_05954_,195.71
_04086_,195.68
_08847_,195.46
_11943_,195.44
_08687_,195.32
_04921_,195.3
_05033_,195.07
RAM1.mem\[219\]\[6\],194.98
_08725_,194.92
_09517_,194.82
_11351_,194.12
RAM1.mem\[59\]\[1\],193.82
RAM1.mem\[54\]\[2\],193.72
_11506_,193.68
RAM1.mem\[8\]\[0\],193.22
RAM1.mem\[139\]\[5\],193.12
_10158_,193.08
_04101_,193.02
RAM1.mem\[11\]\[4\],192.84
RAM1.mem\[185\]\[0\],192.74
_03888_,192.72
_10602_,192.7
_09197_,192.54
_05297_,192.52
RAM1.mem\[138\]\[1\],192.36
RAM1.mem\[7\]\[5\],192.1
RAM1.mem\[7\]\[7\],192.03
_03980_,192.03
_04796_,192.02
_04805_,191.755
_04019_,191.65
_03565_,191.5
RAM1.mem\[253\]\[2\],191.37
RAM1.mem\[138\]\[4\],191.34
_11123_,191.07
_05409_,191
_08489_,190.8
RAM1.mem\[175\]\[0\],190.76
RAM1.mem\[245\]\[5\],190.72
_07388_,190.52
_11120_,190.5
_03915_,190.34
_08202_,190.26
_04443_,190.03
RAM1.mem\[182\]\[4\],189.98
_10593_,189.5
_03256_,189.41
RAM1.mem\[202\]\[4\],189.38
RAM1.mem\[11\]\[5\],189.23
_03820_,188.76
RAM1.mem\[155\]\[6\],188.74
_11708_,188.72
_10682_,188.67
_07092_,188.66
_02638_,188.56
RAM1.mem\[216\]\[3\],188.42
_09741_,188.16
RAM1.mem\[202\]\[6\],188.14
_09218_,187.96
RAM1.mem\[11\]\[6\],187.88
_04909_,187.82
_06848_,187.66
RAM1.mem\[8\]\[7\],187.58
RAM1.mem\[129\]\[4\],187.5
RAM1.mem\[108\]\[7\],187.36
RAM1.mem\[133\]\[3\],187.22
_03845_,187.11
_04397_,187.06
_10177_,186.8
RAM1.mem\[253\]\[3\],186.74
RAM1.mem\[138\]\[6\],186.5
RAM1.mem\[4\]\[6\],186.38
_05952_,186.34
_11185_,186.34
RAM1.mem\[154\]\[6\],186.1
_10716_,185.82
RAM1.mem\[249\]\[6\],185.65
RAM1.mem\[251\]\[0\],185.505
RAM1.mem\[249\]\[2\],185.325
_06319_,185.32
_10174_,185.2
_08067_,185.06
RAM1.mem\[120\]\[5\],185.05
_02694_,185.02
_11816_,184.78
RAM1.mem\[138\]\[5\],184.7
RAM1.mem\[170\]\[3\],184.7
_10750_,184.68
RAM1.mem\[21\]\[6\],184.6
_09298_,184.48
RAM1.mem\[249\]\[7\],184.44
_02696_,184.21
_06299_,184.06
_10115_,184.02
net3,184.02
_08981_,183.94
_11574_,183.86
_11942_,183.6
_03224_,183.58
_03723_,183.43
_08229_,183.36
_04593_,183.15
_06946_,183.075
_10561_,183.03
_03412_,183
_11138_,182.98
RAM1.mem\[245\]\[4\],182.88
RAM1.mem\[235\]\[3\],182.57
_04405_,182.42
_11168_,182.34
RAM1.mem\[7\]\[1\],182.13
RAM1.mem\[180\]\[5\],181.94
RAM1.mem\[187\]\[1\],181.84
RAM1.mem\[249\]\[4\],181.455
_11265_,181.41
RAM1.mem\[212\]\[0\],181.4
_03677_,181.3
RAM1.mem\[120\]\[2\],181.26
RAM1.mem\[211\]\[7\],181.08
_11682_,180.98
RAM1.mem\[91\]\[6\],180.76
_12804_,180.66
_08575_,180.62
_11877_,180.59
_11881_,180.58
_06051_,180.46
_08826_,179.82
_11940_,179.8
_10826_,179.7
RAM1.mem\[245\]\[2\],179.53
_03420_,179.44
RAM1.mem\[219\]\[7\],179.42
_03759_,179.34
_09187_,179.32
_08983_,179.195
_03719_,179.14
_11148_,179.06
RAM1.mem\[200\]\[2\],178.905
RAM1.mem\[127\]\[0\],178.82
RAM1.mem\[7\]\[4\],178.82
_11131_,178.78
_03588_,178.74
_12024_,178.72
_03956_,178.65
_09378_,178.56
_10052_,178.46
_04381_,178.44
RAM1.mem\[139\]\[2\],178.34
RAM1.mem\[21\]\[5\],178.26
_11173_,178
_06069_,177.99
_04365_,177.88
_04769_,177.86
_06026_,177.56
_03721_,177.51
RAM1.mem\[52\]\[7\],177.44
RAM1.mem\[228\]\[1\],177.42
_11579_,177.38
_04497_,177.28
_08752_,177.16
_06071_,176.96
_10043_,176.84
RAM1.mem\[202\]\[5\],176.56
_04609_,176.39
RAM1.mem\[141\]\[1\],176.275
RAM1.mem\[127\]\[5\],176.26
RAM1.mem\[229\]\[7\],176.26
_10611_,176.18
_04655_,175.97
RAM1.mem\[132\]\[3\],175.94
RAM1.mem\[219\]\[0\],175.14
RAM1.mem\[106\]\[7\],174.98
_05133_,174.7
_03561_,174.56
_05141_,174.54
RAM1.mem\[125\]\[0\],174.49
_02346_,174.44
_04789_,174.42
_09322_,174.08
_11244_,174.07
RAM1.mem\[7\]\[2\],173.98
RAM1.mem\[132\]\[2\],173.945
_03795_,173.94
_05875_,173.805
_06281_,173.78
RAM1.mem\[138\]\[7\],173.6
_04231_,173.29
_09764_,173.21
_11550_,173
RAM1.mem\[135\]\[3\],172.72
RAM1.mem\[139\]\[0\],172.68
_09516_,172.6
_09698_,172.58
RAM1.mem\[127\]\[6\],172.49
RAM1.mem\[135\]\[4\],172.46
RAM1.mem\[132\]\[4\],172.26
RAM1.mem\[216\]\[6\],172.2
_10393_,172.14
RAM1.mem\[245\]\[6\],172.08
RAM1.mem\[249\]\[1\],171.92
_06335_,171.86
RAM1.mem\[11\]\[0\],171.8
RAM1.mem\[253\]\[4\],171.76
RAM1.mem\[2\]\[5\],171.7
RAM1.mem\[187\]\[0\],171.63
RAM1.mem\[152\]\[6\],171.62
_10008_,171.39
CPU1.instr_reg_out\[6\],171.38
_04303_,171.32
RAM1.mem\[181\]\[7\],171.24
RAM1.mem\[138\]\[3\],171.14
_04510_,171.06
_05021_,171
_08621_,171
_03742_,170.96
RAM1.mem\[253\]\[1\],170.66
_05900_,170.66
RAM1.mem\[181\]\[5\],170.655
RAM1.mem\[139\]\[1\],170.64
_04552_,170.64
_04709_,170.28
RAM1.mem\[182\]\[1\],170.12
RAM1.mem\[106\]\[5\],169.8
_10741_,169.64
_10638_,169.48
RAM1.mem\[107\]\[7\],169.36
_05017_,169.3
_10005_,169.16
RAM1.mem\[120\]\[3\],168.92
RAM1.mem\[250\]\[4\],168.8
_10542_,168.8
RAM1.mem\[11\]\[7\],168.72
_08331_,168.64
_04929_,168.52
_05526_,168.5
_04809_,168.44
_04512_,168.4
RAM1.mem\[203\]\[3\],168.25
_07370_,168.02
RAM1.mem\[40\]\[4\],168
_02618_,167.92
RAM1.mem\[110\]\[0\],167.7
_09215_,167.58
RAM1.mem\[4\]\[2\],167.465
RAM1.mem\[200\]\[0\],167.405
_11070_,167.32
_04061_,167.18
RAM1.mem\[120\]\[6\],167.12
_10004_,167.08
RAM1.mem\[123\]\[2\],166.94
RAM1.mem\[108\]\[2\],166.92
_08121_,166.83
RAM1.mem\[180\]\[2\],166.63
_10149_,166.58
RAM1.mem\[187\]\[7\],166.54
_11619_,166.525
_05873_,166.37
_07236_,166.3
RAM1.mem\[20\]\[5\],166.24
_10140_,166.16
RAM1.mem\[88\]\[6\],165.96
RAM1.mem\[171\]\[6\],165.84
RAM1.mem\[85\]\[1\],165.56
_05213_,165.48
_11747_,165.45
_06373_,165.41
RAM1.mem\[50\]\[1\],165.38
_09535_,165.14
_10800_,164.94
RAM1.mem\[155\]\[5\],164.9
RAM1.mem\[154\]\[5\],164.62
_04505_,164.525
_10753_,164.5
RAM1.mem\[245\]\[1\],163.9
RAM1.mem\[212\]\[1\],163.84
RAM1.mem\[51\]\[1\],163.81
RAM1.mem\[47\]\[2\],163.78
RAM1.mem\[108\]\[4\],163.68
_11445_,163.57
RAM1.mem\[110\]\[3\],163.5
RAM1.mem\[202\]\[1\],163.5
_03726_,163.48
_06317_,163.32
_11318_,163.18
_10797_,163.135
UART1.UART_TX1.index\[1\],163.04
_04220_,162.96
_10478_,162.92
RAM1.mem\[187\]\[4\],162.91
RAM1.mem\[211\]\[0\],162.83
RAM1.mem\[251\]\[1\],162.38
_04293_,162.38
net141,162.325
RAM1.mem\[182\]\[7\],162.26
RAM1.mem\[106\]\[4\],162.18
_06497_,162.09
_12008_,162.06
_05229_,161.92
RAM1.mem\[74\]\[6\],161.825
net81,161.8
_11688_,161.735
RAM1.mem\[224\]\[2\],161.7
RAM1.mem\[4\]\[7\],161.46
RAM1.mem\[108\]\[1\],161.32
RAM1.mem\[179\]\[6\],161.25
_03673_,161.18
_08263_,161.06
RAM1.mem\[179\]\[3\],160.98
RAM1.mem\[200\]\[6\],160.965
RAM1.mem\[110\]\[4\],160.92
_07628_,160.9
_08140_,160.84
RAM1.mem\[2\]\[1\],160.74
_07090_,160.71
_11316_,160.64
RAM1.mem\[108\]\[3\],160.5
RAM1.mem\[133\]\[4\],160.44
RAM1.mem\[20\]\[6\],160.38
_05008_,160.28
RAM1.mem\[232\]\[3\],160.275
net35,160.04
RAM1.mem\[129\]\[0\],160.02
RAM1.mem\[216\]\[4\],160.01
_11701_,160
CPU1.reg_a_out\[0\],159.92
_08259_,159.715
RAM1.mem\[123\]\[5\],159.6
RAM1.mem\[200\]\[1\],159.585
_03426_,159.385
RAM1.mem\[235\]\[1\],159.33
_08125_,159.32
RAM1.mem\[200\]\[3\],159.225
_11144_,159.22
_04722_,159.16
RAM1.mem\[119\]\[3\],159.06
_05121_,158.82
_07476_,158.78
RAM1.mem\[80\]\[1\],158.76
_11494_,158.68
_11454_,158.66
RAM1.mem\[200\]\[5\],158.375
_08222_,158.34
_09296_,158.34
RAM1.mem\[120\]\[1\],158.31
RAM1.mem\[202\]\[0\],158.27
RAM1.mem\[127\]\[1\],158
RAM1.mem\[59\]\[2\],157.96
RAM1.mem\[107\]\[4\],157.9
_12026_,157.84
_05774_,157.64
RAM1.mem\[216\]\[2\],157.52
_02890_,157.44
_03018_,157.405
RAM1.mem\[40\]\[2\],157.33
RAM1.mem\[152\]\[1\],157.17
RAM1.mem\[121\]\[7\],156.94
_05898_,156.92
_03940_,156.72
_05094_,156.7
_10603_,156.68
_08152_,156.64
_04934_,156.6
_04138_,156.48
_05369_,156.48
RAM1.mem\[138\]\[0\],156.36
RAM1.mem\[107\]\[5\],156.28
_08711_,156.28
_06866_,156.26
RAM1.mem\[112\]\[2\],156.24
_04432_,156.24
RAM1.mem\[250\]\[6\],156.22
RAM1.mem\[104\]\[5\],155.94
_05406_,155.9
_03568_,155.69
RAM1.mem\[52\]\[2\],155.62
_03860_,155.62
RAM1.mem\[59\]\[7\],155.53
_03728_,155.48
_06982_,155.24
RAM1.mem\[179\]\[1\],154.94
_05193_,154.84
_02944_,154.72
_10504_,154.7
RAM1.mem\[125\]\[4\],154.46
RAM1.mem\[249\]\[0\],154.34
RAM1.mem\[250\]\[7\],154.32
_08216_,154.3
_12161_,154.28
_03831_,154.24
_05056_,154.13
RAM1.mem\[187\]\[6\],154.07
RAM1.mem\[59\]\[3\],154.06
RAM1.mem\[179\]\[7\],153.92
_03010_,153.82
RAM1.mem\[125\]\[3\],153.81
_05792_,153.76
_06028_,153.745
_08573_,153.655
RAM1.mem\[4\]\[4\],153.63
RAM1.mem\[232\]\[1\],153.425
_02636_,153.36
RAM1.mem\[171\]\[0\],153.26
RAM1.mem\[250\]\[0\],153.26
RAM1.mem\[235\]\[4\],153.24
_03512_,153.18
RAM1.mem\[216\]\[7\],152.95
_10219_,152.92
_10676_,152.845
_02301_,152.8
RAM1.mem\[175\]\[2\],152.66
_06864_,152.6
RAM1.mem\[180\]\[4\],152.56
_11412_,152.4
_11873_,152.36
RAM1.mem\[181\]\[3\],152.32
_07352_,152.28
_05794_,152.22
_06846_,152.14
RAM1.mem\[56\]\[1\],152.06
_05220_,152.04
_03345_,152
_09626_,151.86
_05146_,151.71
_10161_,151.7
RAM1.mem\[171\]\[7\],151.66
_03222_,151.5
RAM1.mem\[200\]\[7\],151.135
RAM1.mem\[20\]\[7\],151.08
_02616_,150.94
RAM1.mem\[107\]\[2\],150.91
RAM1.mem\[40\]\[6\],150.83
_02892_,150.82
RAM1.mem\[84\]\[1\],150.81
_04160_,150.705
RAM1.mem\[10\]\[2\],150.6
RAM1.mem\[216\]\[5\],150.6
RAM1.mem\[181\]\[1\],150.56
_07234_,150.56
RAM1.mem\[43\]\[2\],150.52
RAM1.mem\[187\]\[2\],150.48
net76,150.46
RAM1.mem\[91\]\[1\],150.32
_04350_,150.295
_11984_,150.04
RAM1.mem\[181\]\[4\],149.95
_03082_,149.89
RAM1.mem\[187\]\[5\],149.88
_03683_,149.8
RAM1.mem\[106\]\[6\],149.72
_03435_,149.67
RAM1.mem\[155\]\[4\],149.6
net46,149.6
_04169_,149.58
_04298_,149.58
_10564_,149.56
_04853_,149.47
_04981_,149.46
_10589_,149.42
_09957_,149.38
_04185_,149.34
_07000_,149.34
RAM1.mem\[103\]\[5\],148.82
_07700_,148.775
RAM1.mem\[129\]\[2\],148.68
RAM1.mem\[251\]\[4\],148.56
_10013_,148.46
_11632_,148.34
RAM1.mem\[98\]\[2\],148.26
RAM1.mem\[137\]\[4\],148.14
_11739_,148.05
RAM1.mem\[88\]\[5\],147.835
_06595_,147.66
RAM1.mem\[187\]\[3\],147.55
_04557_,147.46
RAM1.mem\[91\]\[5\],147.44
_03947_,147.32
RAM1.mem\[182\]\[6\],147.25
_04638_,147.22
_08274_,147.21
_03410_,147.19
RAM1.mem\[200\]\[4\],146.935
RAM1.mem\[203\]\[5\],146.9
_04850_,146.88
_11519_,146.8
_04617_,146.78
RAM1.mem\[112\]\[3\],146.76
_08066_,146.64
RAM1.mem\[227\]\[2\],146.53
_07350_,146.44
RAM1.mem\[4\]\[3\],146.4
_04345_,146.2
RAM1.mem\[184\]\[0\],146.02
_07664_,145.98
RAM1.mem\[175\]\[4\],145.94
RAM1.mem\[216\]\[0\],145.93
_02675_,145.88
_09086_,145.86
RAM1.mem\[125\]\[2\],145.84
RAM1.mem\[211\]\[3\],145.84
RAM1.mem\[75\]\[6\],145.84
_06259_,145.84
_03573_,145.82
RAM1.mem\[250\]\[1\],145.76
_07986_,145.53
_06984_,145.46
RAM1.mem\[123\]\[3\],145.44
RAM1.mem\[253\]\[5\],145.44
RAM1.mem\[108\]\[0\],145.38
_11049_,145.34
_11329_,145.31
_05385_,145.22
RAM1.mem\[4\]\[0\],145.2
_05367_,145.1
_03603_,145.06
_04058_,144.97
RAM1.mem\[10\]\[1\],144.9
_04091_,144.88
RAM1.mem\[182\]\[3\],144.62
_06802_,144.56
_02639_,144.54
RAM1.mem\[114\]\[2\],144.5
RAM1.mem\[23\]\[5\],144.485
_07478_,144.455
_11231_,144.24
_05041_,144.19
_02996_,144.13
RAM1.mem\[16\]\[6\],144.035
RAM1.mem\[253\]\[7\],143.84
_03848_,143.82
_06337_,143.51
_03542_,143.49
RAM1.mem\[10\]\[0\],143.46
RAM1.mem\[249\]\[3\],143.425
_03873_,143.36
RAM1.mem\[239\]\[1\],143.34
RAM1.mem\[26\]\[0\],143.28
RAM1.mem\[27\]\[0\],143.2
_04128_,143.14
_02428_,143.12
_09147_,143.08
_10220_,143.02
RAM1.mem\[91\]\[7\],142.98
RAM1.mem\[91\]\[2\],142.96
_04821_,142.94
_07773_,142.86
_04976_,142.82
_09425_,142.64
RAM1.mem\[180\]\[3\],142.56
_11990_,142.52
_10768_,142.5
_09705_,142.44
CPU1.ir_load,142.42
_10264_,142.42
_03731_,142.38
_10056_,142.22
RAM1.mem\[203\]\[7\],142.19
RAM1.mem\[250\]\[5\],142.1
_08532_,142.02
RAM1.mem\[59\]\[0\],142
_08233_,142
RAM1.mem\[137\]\[2\],141.94
RAM1.mem\[106\]\[2\],141.88
_02282_,141.86
_03252_,141.72
RAM1.mem\[122\]\[2\],141.7
RAM1.mem\[102\]\[5\],141.6
RAM1.mem\[180\]\[1\],141.6
_08232_,141.58
RAM1.mem\[251\]\[2\],141.535
_10646_,141.16
RAM1.mem\[250\]\[2\],141.08
_10287_,141.02
RAM1.mem\[212\]\[5\],141
RAM1.mem\[107\]\[6\],140.96
RAM1.mem\[232\]\[0\],140.795
RAM1.mem\[181\]\[6\],140.7
RAM1.mem\[180\]\[7\],140.68
RAM1.mem\[138\]\[2\],140.555
_10590_,140.54
_11380_,140.54
RAM1.mem\[33\]\[7\],140.5
_04462_,140.48
RAM1.mem\[120\]\[4\],140.46
RAM1.mem\[98\]\[5\],140.45
_05934_,140.38
_10884_,140.38
RAM1.mem\[83\]\[0\],140.3
RAM1.mem\[154\]\[4\],140.14
RAM1.mem\[88\]\[1\],140.075
RAM1.mem\[127\]\[4\],139.98
_10204_,139.94
RAM1.mem\[155\]\[1\],139.78
_05323_,139.68
_11848_,139.6
_10274_,139.48
RAM1.mem\[228\]\[2\],139.305
_10719_,139.3
_02634_,139.08
_09081_,139.06
_11248_,138.96
_05188_,138.94
_02424_,138.9
RAM1.mem\[59\]\[4\],138.89
RAM1.mem\[183\]\[2\],138.78
_09838_,138.76
RAM1.mem\[103\]\[0\],138.74
_04526_,138.655
RAM1.mem\[152\]\[5\],138.63
RAM1.mem\[110\]\[2\],138.42
RAM1.mem\[127\]\[2\],138.24
_03060_,137.96
_10226_,137.9
_08571_,137.84
RAM1.mem\[57\]\[1\],137.64
RAM1.mem\[33\]\[5\],137.62
RAM1.mem\[10\]\[4\],137.54
_10424_,137.51
RAM1.mem\[123\]\[6\],137.245
_11557_,137.24
CPU1.reg_b_out\[3\],137.1
RAM1.mem\[206\]\[3\],137.07
_10965_,137.04
_05756_,137.02
_11857_,136.98
_02910_,136.84
_03020_,136.825
RAM1.mem\[120\]\[7\],136.8
_09820_,136.74
_06371_,136.72
UART1.UART_TX1.index\[0\],136.71
RAM1.mem\[104\]\[1\],136.7
RAM1.mem\[53\]\[7\],136.68
RAM1.mem\[10\]\[7\],136.58
RAM1.mem\[4\]\[1\],136.56
RAM1.mem\[175\]\[3\],136.4
_05427_,136.36
RAM1.mem\[211\]\[1\],136.2
_08728_,135.98
RAM1.mem\[207\]\[2\],135.96
_11021_,135.96
_04153_,135.94
RAM1.mem\[50\]\[5\],135.92
_04250_,135.92
_05818_,135.88
_06495_,135.78
_03115_,135.56
_02544_,135.49
_04027_,135.46
_05062_,135.46
RAM1.mem\[122\]\[5\],135.435
RAM1.mem\[127\]\[3\],135.35
RAM1.mem\[40\]\[0\],135.2
_11317_,135.02
_02377_,134.94
_07758_,134.94
_04066_,134.9
_02854_,134.78
_04641_,134.77
_02874_,134.76
RAM1.mem\[29\]\[1\],134.72
_10229_,134.7
RAM1.mem\[216\]\[1\],134.67
_03475_,134.67
RAM1.mem\[155\]\[7\],134.62
_09471_,134.6
_10339_,134.5
_03732_,134.36
RAM1.mem\[40\]\[5\],134.35
RAM1.mem\[251\]\[5\],134.32
RAM1.mem\[127\]\[7\],134.2
RAM1.mem\[107\]\[1\],134.06
_06353_,134.06
_04581_,134
RAM1.mem\[104\]\[0\],133.94
_05591_,133.86
_10973_,133.76
_11472_,133.65
RAM1.mem\[242\]\[1\],133.52
RAM1.mem\[21\]\[7\],133.48
RAM1.mem\[234\]\[1\],133.48
RAM1.mem\[210\]\[7\],133.47
RAM1.mem\[206\]\[0\],133.46
_05425_,133.24
RAM1.mem\[233\]\[3\],133.22
RAM1.mem\[21\]\[2\],133.18
